Journal-Voucher-Type-Code,DepartmentNumber,Fiscal-Month,Journal-Voucher-Item-Identifier,Subleger-Account-Identifier,Credit/Debit-Code,Journal-Voucher-Item-Amount,Control-Data-Type,Accounting-Summary-Transaction-Line,Year,Month,Day
JVBRT,6.0,6.0,1.0,60000.0,DR,84155000.0,CMT,1.0,2023.0,9.0,11.0
JVRDI,6.0,6.0,1.0,60000.0,DR,189892.88,CMI,18.0,2023.0,9.0,11.0
JVRGI,97.0,6.0,1.0,Unknown,DR,1009061788.69,JMG,63.0,2023.0,9.0,11.0
RDBOA,97.0,6.0,1.0,Unknown,DR,5813549.69,JND,3.0,2023.0,9.0,11.0
JVLVP,97.0,6.0,1.0,Unknown,DR,2436184552.51,JML,2.0,2023.0,9.0,11.0
DOMFR,122.0,6.0,1.0,1221493.0,CR,642.6,COK,1.0,2023.0,9.0,11.0
DOMFR,122.0,6.0,1.0,1221494.0,CR,377.11,COK,3.0,2023.0,9.0,11.0
DOMFR,122.0,6.0,1.0,1221497.0,CR,183.25,COK,1.0,2023.0,9.0,11.0
DOMFR,122.0,6.0,1.0,1221953.0,CR,2000.0,COK,1.0,2023.0,9.0,11.0
DOMFR,122.0,6.0,1.0,1223695.0,CR,288.75,COK,1.0,2023.0,9.0,11.0
JVEFI,5.0,6.0,1.0,50054.0,CR,14447.52,CMC,4.0,2023.0,9.0,12.0
JVEFI,5.0,6.0,1.0,50054.0,DR,1682.81,CMC,1.0,2023.0,9.0,12.0
JVEFI,18.0,6.0,1.0,180114.0,DR,682.45,CMC,2.0,2023.0,9.0,12.0
JVEFI,18.0,6.0,1.0,181941.0,CR,2408.27,CMC,1.0,2023.0,9.0,12.0
JVEFI,18.0,6.0,1.0,183048.0,CR,1022.29,CMC,1.0,2023.0,9.0,12.0
JVEFI,18.0,6.0,1.0,186369.0,CR,22529.2,CMC,1.0,2023.0,9.0,12.0
JVEFI,5.0,6.0,1.0,50054.0,CR,5017.99,CMC,2.0,2023.0,9.0,12.0
JVEFI,86.0,6.0,1.0,860100.0,CR,542.11,CMC,1.0,2023.0,9.0,12.0
JVFID,97.0,6.0,1.0,Unknown,DR,161.39,JMU,1.0,2023.0,9.0,12.0
JVFIR,97.0,6.0,1.0,Unknown,DR,13042892.1,JMT,1.0,2023.0,9.0,12.0
JVFIR,97.0,6.0,1.0,Unknown,DR,14661978.58,JMT,1.0,2023.0,9.0,12.0
JVFIR,97.0,6.0,1.0,Unknown,DR,1479922.98,JMT,1.0,2023.0,9.0,12.0
JVIVI,6.0,6.0,1.0,60000.0,CR,8901.56,CMD,3.0,2023.0,9.0,12.0
JVIVR,6.0,6.0,1.0,60000.0,CR,46.64,CMF,1.0,2023.0,9.0,11.0
JVRFI,97.0,6.0,1.0,Unknown,DR,8082.12,JMW,1.0,2023.0,9.0,11.0
RGEPA,97.0,6.0,1.0,Unknown,DR,840201705.5,JMZ,1.0,2023.0,9.0,11.0
GCMO,6.0,6.0,1.0,Unknown,DR,0.08,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,2.0,60000.0,CR,0.08,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,3.0,Unknown,DR,5735692.5,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,4.0,60000.0,CR,5735692.5,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,5.0,Unknown,DR,861391.14,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,6.0,60000.0,CR,861391.14,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,7.0,60000.0,DR,116348852.0,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,8.0,Unknown,CR,116348852.0,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,9.0,60000.0,DR,4437809.26,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,10.0,Unknown,CR,4437809.26,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,11.0,60000.0,DR,1253246.17,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,12.0,Unknown,CR,1253246.17,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,13.0,60000.0,DR,60608.14,Unknown,1.0,2023.0,9.0,13.0
GCMO,6.0,6.0,14.0,Unknown,CR,60608.14,Unknown,1.0,2023.0,9.0,13.0
EPAYR,97.0,6.0,1.0,Unknown,DR,2816712.21,JMR,15.0,2023.0,9.0,12.0
JVBDP,97.0,6.0,1.0,Unknown,DR,2739180716.67,JMY,74.0,2023.0,9.0,12.0
JVBRT,6.0,6.0,1.0,60000.0,DR,10140000.0,CMT,3.0,2023.0,9.0,12.0
JVRDI,6.0,6.0,1.0,60000.0,DR,91503.61,CMI,20.0,2023.0,9.0,12.0
JVRGI,97.0,6.0,1.0,Unknown,DR,1168826247.32,JMG,60.0,2023.0,9.0,12.0
RDBOA,97.0,6.0,1.0,Unknown,DR,29132289.98,JND,3.0,2023.0,9.0,12.0
JVLVP,97.0,6.0,1.0,Unknown,DR,436424712.45,JML,2.0,2023.0,9.0,12.0
ADEPT,122.0,6.0,1.0,1221589.0,DR,288.87,COK,1.0,2023.0,9.0,12.0
JVEFI,5.0,6.0,1.0,50050.0,CR,3747.3,CMC,1.0,2023.0,9.0,13.0
JVEFI,5.0,6.0,1.0,50054.0,DR,107.65,CMC,2.0,2023.0,9.0,13.0
JVEFI,18.0,6.0,1.0,180117.0,CR,1860.04,CMC,1.0,2023.0,9.0,13.0
JVEFI,18.0,6.0,1.0,183132.0,CR,1477.74,CMC,2.0,2023.0,9.0,13.0
JVEFI,18.0,6.0,1.0,186369.0,CR,662.41,CMC,1.0,2023.0,9.0,13.0
JVEFI,21.0,6.0,1.0,210132.0,CR,5002.84,CMC,1.0,2023.0,9.0,13.0
JVEFI,5.0,6.0,1.0,50054.0,CR,4588.99,CMC,3.0,2023.0,9.0,13.0
JVFID,97.0,6.0,1.0,Unknown,DR,595.1,JMU,1.0,2023.0,9.0,13.0
JVFIR,97.0,6.0,1.0,Unknown,DR,871511.76,JMT,1.0,2023.0,9.0,13.0
JVFIR,97.0,6.0,1.0,Unknown,DR,7240005.15,JMT,1.0,2023.0,9.0,13.0
JVFIR,97.0,6.0,1.0,Unknown,DR,1182175.9,JMT,1.0,2023.0,9.0,13.0
JVFRD,97.0,6.0,1.0,Unknown,DR,1449.28,JMV,1.0,2023.0,9.0,12.0
JVIVI,6.0,6.0,1.0,60000.0,CR,4873.51,CMD,3.0,2023.0,9.0,13.0
JVIVR,6.0,6.0,1.0,60000.0,CR,190.73,CMF,1.0,2023.0,9.0,12.0
RGEPA,97.0,6.0,1.0,Unknown,DR,950798997.98,JMZ,1.0,2023.0,9.0,12.0
RMSCM,97.0,6.0,1.0,Unknown,DR,406764974.52,JOE,1.0,2023.0,9.0,14.0
FMSPM,97.0,6.0,1.0,Unknown,DR,378116284.04,JOD,1.0,2023.0,9.0,14.0
EPAYR,97.0,6.0,1.0,Unknown,DR,2136157.92,JMR,15.0,2023.0,9.0,13.0
JVBDP,97.0,6.0,1.0,Unknown,DR,2707144798.63,JMY,73.0,2023.0,9.0,13.0
JVBRT,6.0,6.0,1.0,60000.0,DR,3300000.0,CMT,1.0,2023.0,9.0,13.0
JVRDI,6.0,6.0,1.0,60000.0,DR,120702.9,CMI,14.0,2023.0,9.0,13.0
JVRGI,97.0,6.0,1.0,Unknown,DR,1554284650.71,JMG,56.0,2023.0,9.0,13.0
RDBOA,97.0,6.0,1.0,Unknown,DR,9271587.63,JND,3.0,2023.0,9.0,13.0
JVLVP,97.0,6.0,1.0,Unknown,DR,334745682.73,JML,2.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147004.0,DR,4910.81,COK,5.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147005.0,DR,3136.4,COK,3.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147006.0,DR,419.59,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147007.0,DR,328.23,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147010.0,DR,563.74,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147011.0,DR,4993.23,COK,6.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147025.0,DR,326.86,COK,2.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147026.0,DR,30.73,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147027.0,DR,8325.09,COK,6.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147028.0,DR,270.44,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147030.0,DR,891.42,COK,2.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147031.0,DR,3278.2,COK,4.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147036.0,DR,9138.15,COK,3.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,147462.0,DR,8190.0,COK,1.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,148460.0,DR,2974.0,COK,4.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,148477.0,DR,4898.0,COK,4.0,2023.0,9.0,13.0
ADEPT,14.0,6.0,1.0,148488.0,DR,1878.0,COK,3.0,2023.0,9.0,13.0
ADEPT,30.0,6.0,1.0,301001.0,DR,287.5,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1220380.0,DR,692.25,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1220382.0,DR,2310.2,COK,3.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1220581.0,DR,921.15,COK,7.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1220583.0,DR,840.8,COK,2.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1220693.0,DR,137.75,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221490.0,DR,103.75,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221491.0,DR,722.55,COK,3.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221493.0,DR,643.39,COK,2.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221494.0,DR,3127.92,COK,21.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221495.0,DR,112.75,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221497.0,DR,1175.5,COK,4.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221500.0,DR,2925.57,COK,11.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221560.0,DR,4302.63,COK,3.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221569.0,DR,428.79,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221585.0,DR,603.87,COK,3.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221587.0,DR,1037.28,COK,3.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221589.0,DR,2631.29,COK,4.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221691.0,DR,261.75,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221875.0,DR,344.94,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221887.0,DR,4956.14,COK,13.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221911.0,DR,500.0,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1221962.0,DR,300.0,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1222490.0,DR,75.0,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1222509.0,DR,4599.87,COK,8.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1223703.0,DR,506.19,COK,2.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1223704.0,DR,151.5,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224390.0,DR,122.0,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224391.0,DR,440.45,COK,2.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224394.0,DR,1383.2,COK,8.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224395.0,DR,700.22,COK,5.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224795.0,DR,100.5,COK,1.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1224796.0,DR,987.75,COK,2.0,2023.0,9.0,13.0
ADEPT,122.0,6.0,1.0,1228891.0,DR,1612.05,COK,1.0,2023.0,9.0,13.0
DOMFR,14.0,6.0,1.0,147025.0,CR,193.13,COK,1.0,2023.0,9.0,13.0
DOMFR,122.0,6.0,1.0,1220581.0,CR,115.12,COK,1.0,2023.0,9.0,13.0
DOMFR,122.0,6.0,1.0,1221560.0,CR,1678.64,COK,2.0,2023.0,9.0,13.0
DOMFR,122.0,6.0,1.0,1221887.0,CR,480.41,COK,1.0,2023.0,9.0,13.0
JVEFI,5.0,6.0,1.0,50054.0,CR,636.87,CMC,1.0,2023.0,9.0,14.0
JVEFI,18.0,6.0,1.0,186369.0,CR,574.93,CMC,1.0,2023.0,9.0,14.0
JVEFI,18.0,6.0,1.0,189518.0,CR,667.92,CMC,1.0,2023.0,9.0,14.0
JVEFI,5.0,6.0,1.0,50054.0,CR,1561.72,CMC,1.0,2023.0,9.0,14.0
JVEFI,18.0,6.0,1.0,181985.0,CR,2049.32,CMC,1.0,2023.0,9.0,14.0
JVEFR,5.0,6.0,1.0,50054.0,CR,577.83,CME,1.0,2023.0,9.0,13.0
JVFID,97.0,6.0,1.0,Unknown,DR,1027.83,JMU,1.0,2023.0,9.0,14.0
JVFIR,97.0,6.0,1.0,Unknown,DR,1149351.04,JMT,1.0,2023.0,9.0,14.0
JVFIR,97.0,6.0,1.0,Unknown,DR,809268.87,JMT,1.0,2023.0,9.0,14.0
JVFIR,97.0,6.0,1.0,Unknown,DR,2188692.82,JMT,1.0,2023.0,9.0,14.0
JVFRD,97.0,6.0,1.0,Unknown,DR,11029.89,JMV,1.0,2023.0,9.0,13.0
JVIVI,6.0,6.0,1.0,60000.0,CR,7647.22,CMD,3.0,2023.0,9.0,14.0
JVIVR,6.0,6.0,1.0,60000.0,DR,13.04,CMF,1.0,2023.0,9.0,13.0
RGEPA,97.0,6.0,1.0,Unknown,DR,1310762134.76,JMZ,1.0,2023.0,9.0,13.0
RDPCM,97.0,6.0,1.0,Unknown,DR,5399399078.33,JMZ,1.0,2023.0,9.0,15.0
RDPCM,97.0,6.0,1.0,Unknown,CR,70.91,JMZ,1.0,2023.0,9.0,15.0
EPAYR,97.0,6.0,1.0,Unknown,DR,2143439.12,JMR,16.0,2023.0,9.0,14.0
JVBDP,97.0,6.0,1.0,Unknown,DR,26981053389.57,JMY,74.0,2023.0,9.0,14.0
JVRDI,6.0,6.0,1.0,60000.0,DR,22399942405.61,CMI,19.0,2023.0,9.0,14.0
JVRGI,97.0,6.0,1.0,Unknown,DR,821202952.59,JMG,65.0,2023.0,9.0,14.0
RDBOA,97.0,6.0,1.0,Unknown,DR,4134174.75,JND,3.0,2023.0,9.0,14.0
JVLVP,97.0,6.0,1.0,Unknown,DR,3066623933.28,JML,2.0,2023.0,9.0,14.0
DOMFR,14.0,6.0,1.0,147025.0,CR,1284.68,COK,1.0,2023.0,9.0,14.0
DOMFR,14.0,6.0,1.0,148460.0,CR,1146.0,COK,1.0,2023.0,9.0,14.0
DOMFR,122.0,6.0,1.0,1220683.0,CR,280.5,COK,1.0,2023.0,9.0,14.0
DOMFR,122.0,6.0,1.0,1221494.0,CR,72.5,COK,1.0,2023.0,9.0,14.0
JVEFI,18.0,6.0,1.0,182184.0,CR,1525.1,CMC,2.0,2023.0,9.0,15.0
JVEFI,18.0,6.0,1.0,186451.0,DR,720.73,CMC,1.0,2023.0,9.0,15.0
JVEFI,18.0,6.0,1.0,189518.0,CR,574.78,CMC,1.0,2023.0,9.0,15.0
JVEFI,30.0,6.0,1.0,301612.0,DR,672.96,CMC,1.0,2023.0,9.0,15.0
JVEFI,5.0,6.0,1.0,50054.0,CR,1590.77,CMC,3.0,2023.0,9.0,15.0
JVEFI,18.0,6.0,1.0,182184.0,DR,2980.78,CMC,1.0,2023.0,9.0,15.0
JVEFI,18.0,6.0,1.0,186369.0,CR,8393.53,CMC,1.0,2023.0,9.0,15.0
JVFIR,97.0,6.0,1.0,Unknown,DR,951237.59,JMT,1.0,2023.0,9.0,15.0
JVFIR,97.0,6.0,1.0,Unknown,DR,18341569.84,JMT,1.0,2023.0,9.0,15.0
JVFIR,97.0,6.0,1.0,Unknown,DR,5502960.79,JMT,1.0,2023.0,9.0,15.0
JVFRD,97.0,6.0,1.0,Unknown,DR,471.56,JMV,1.0,2023.0,9.0,14.0
JVIVI,6.0,6.0,1.0,60000.0,CR,5413.31,CMD,3.0,2023.0,9.0,15.0
JVIVR,6.0,6.0,1.0,60000.0,CR,574.55,CMF,1.0,2023.0,9.0,14.0
RGEPA,97.0,6.0,1.0,Unknown,DR,642192127.82,JMZ,1.0,2023.0,9.0,14.0
EPAYR,97.0,6.0,1.0,Unknown,DR,2776743.1,JMR,19.0,2023.0,9.0,15.0
JVBDP,97.0,6.0,1.0,Unknown,DR,10074598545.23,JMY,68.0,2023.0,9.0,15.0
JVBRT,6.0,6.0,1.0,60000.0,DR,7409000.0,CMT,1.0,2023.0,9.0,15.0
JVRDI,6.0,6.0,1.0,60000.0,DR,3850171346.34,CMI,21.0,2023.0,9.0,15.0
JVRGI,97.0,6.0,1.0,Unknown,DR,1150279643.04,JMG,82.0,2023.0,9.0,15.0
RDBOA,97.0,6.0,1.0,Unknown,DR,24782645.2,JND,3.0,2023.0,9.0,15.0
JVLVP,97.0,6.0,1.0,Unknown,DR,4501702475.35,JML,2.0,2023.0,9.0,15.0
ADEPT,14.0,6.0,1.0,147025.0,DR,351.22,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1220581.0,DR,57.91,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221490.0,DR,125.0,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221492.0,DR,113.1,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221494.0,DR,344.06,COK,2.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221500.0,DR,205.81,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221585.0,DR,157.5,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221587.0,DR,330.75,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1221887.0,DR,595.39,COK,2.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1222509.0,DR,3185.82,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1224394.0,DR,122.0,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1224395.0,DR,122.0,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1224793.0,DR,5.25,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1224795.0,DR,119.75,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1224796.0,DR,81.77,COK,1.0,2023.0,9.0,15.0
ADEPT,122.0,6.0,1.0,1228893.0,DR,584.65,COK,1.0,2023.0,9.0,15.0
DOMFR,14.0,6.0,1.0,148460.0,CR,3440.0,COK,1.0,2023.0,9.0,15.0
DOMFR,122.0,6.0,1.0,1222509.0,CR,626.08,COK,1.0,2023.0,9.0,15.0
JVEFI,5.0,6.0,1.0,50054.0,CR,2435.82,CMC,1.0,2023.0,9.0,18.0
JVEFI,5.0,6.0,1.0,50054.0,CR,7598.81,CMC,3.0,2023.0,9.0,18.0
JVEFI,18.0,6.0,1.0,186369.0,CR,23924.2,CMC,1.0,2023.0,9.0,18.0
JVEFI,34.0,6.0,1.0,340051.0,CR,1225.69,CMC,1.0,2023.0,9.0,18.0
JVEFI,165.0,6.0,1.0,1651651.0,CR,4478.33,CMC,1.0,2023.0,9.0,18.0
JVFID,97.0,6.0,1.0,Unknown,DR,933.73,JMU,1.0,2023.0,9.0,18.0
JVFIR,97.0,6.0,1.0,Unknown,DR,759750.82,JMT,1.0,2023.0,9.0,18.0
JVFIR,97.0,6.0,1.0,Unknown,DR,1102273.13,JMT,1.0,2023.0,9.0,18.0
JVFIR,97.0,6.0,1.0,Unknown,DR,17057557.63,JMT,1.0,2023.0,9.0,18.0
JVIVI,6.0,6.0,1.0,60000.0,CR,12917.43,CMD,3.0,2023.0,9.0,18.0
JVIVR,6.0,6.0,1.0,60000.0,CR,3.12,CMF,1.0,2023.0,9.0,15.0
EPAYR,97.0,6.0,1.0,Unknown,DR,2664446.65,JMR,16.0,2023.0,9.0,18.0
JVBDP,97.0,6.0,1.0,Unknown,DR,3232715578.1,JMY,74.0,2023.0,9.0,18.0
JVRDI,6.0,6.0,1.0,60000.0,DR,130174.23,CMI,17.0,2023.0,9.0,18.0
JVRGI,97.0,6.0,1.0,Unknown,DR,1072716848.03,JMG,71.0,2023.0,9.0,18.0
RDBOA,97.0,6.0,1.0,Unknown,DR,18867001.3,JND,3.0,2023.0,9.0,18.0
JVLVP,97.0,6.0,1.0,Unknown,DR,4705022794.74,JML,2.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147004.0,DR,2407.02,COK,3.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147005.0,DR,1517.99,COK,3.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147009.0,DR,645.6,COK,1.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147010.0,DR,1671.1,COK,1.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147011.0,DR,512.22,COK,1.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147022.0,DR,34.38,COK,1.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147025.0,DR,864.56,COK,2.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147027.0,DR,2709.74,COK,3.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147030.0,DR,447.96,COK,1.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,147036.0,DR,766.77,COK,2.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,148444.0,DR,2593.0,COK,2.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,148455.0,DR,1189.0,COK,2.0,2023.0,9.0,18.0
ADEPT,14.0,6.0,1.0,148460.0,DR,1793.0,COK,3.0,2023.0,9.0,18.0
ADEPT,30.0,6.0,1.0,301901.0,DR,204.65,COK,1.0,2023.0,9.0,18.0
ADEPT,79.0,6.0,1.0,793136.0,DR,1018.87,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220381.0,DR,400.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220382.0,DR,4092.09,COK,3.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220581.0,DR,205.39,COK,3.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220583.0,DR,189.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220683.0,DR,134.75,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1220691.0,DR,326.64,COK,2.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221490.0,DR,1055.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221491.0,DR,233.5,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221494.0,DR,2539.73,COK,23.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221497.0,DR,191.92,COK,2.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221500.0,DR,3490.22,COK,12.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221560.0,DR,290.12,COK,2.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221569.0,DR,227.78,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221570.0,DR,794.75,COK,3.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221585.0,DR,915.78,COK,6.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221587.0,DR,762.66,COK,3.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221887.0,DR,1554.68,COK,5.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221890.0,DR,57.33,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1221953.0,DR,2000.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1222492.0,DR,165.13,COK,3.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1222509.0,DR,9236.29,COK,7.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1223416.0,DR,258.64,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1223716.0,DR,75.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224390.0,DR,629.2,COK,2.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224391.0,DR,122.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224392.0,DR,183.0,COK,1.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224394.0,DR,1568.72,COK,12.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224395.0,DR,340.0,COK,2.0,2023.0,9.0,18.0
ADEPT,122.0,6.0,1.0,1224796.0,DR,201.25,COK,1.0,2023.0,9.0,18.0
DOMFR,87.0,6.0,1.0,870015.0,CR,1616.83,COK,4.0,2023.0,9.0,18.0
DOMFR,122.0,6.0,1.0,1221585.0,CR,149.37,COK,1.0,2023.0,9.0,18.0
DOMFR,122.0,6.0,1.0,1221887.0,CR,5247.72,COK,1.0,2023.0,9.0,18.0
DOMFR,122.0,6.0,1.0,1223822.0,CR,794.19,COK,1.0,2023.0,9.0,18.0
JVEFI,7.0,6.0,1.0,70099.0,CR,51251.23,CMC,2.0,2023.0,9.0,19.0
JVEFI,136.0,6.0,1.0,1362025.0,CR,2978.57,CMC,1.0,2023.0,9.0,19.0
JVEFI,163.0,6.0,1.0,1634018.0,CR,3542.35,CMC,1.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,180045.0,CR,14852.5,CMC,1.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,180100.0,CR,696.87,CMC,1.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,180114.0,CR,49455.28,CMC,2.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,183132.0,CR,988.29,CMC,1.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,186369.0,CR,137597.41,CMC,19.0,2023.0,9.0,19.0
JVEFI,18.0,6.0,1.0,188407.0,CR,2796.77,CMC,1.0,2023.0,9.0,19.0
JVEFI,5.0,6.0,1.0,50054.0,CR,7094.66,CMC,6.0,2023.0,9.0,19.0
JVEFI,7.0,6.0,1.0,70099.0,CR,3384.83,CMC,1.0,2023.0,9.0,19.0
